repair_model,pilot_budget,confidence,N,raw_real_utility,fixed_real_utility,oracle_real_utility,raw_selected_imagined_score,selected_lcb_mean,selected_predicted_real_mean,upper_tail_rank_correlation,imagined_real_tail_gap,eval_condition_count,train_label_count,calibration_label_count,conformal_quantile,oracle_gap_raw,oracle_gap_fixed,gap_closed,gap_closed_clamped,high_n_regret,allow_high_n,stop_early,collect_pilot_labels,block_high_n,deployment_gate,gate_reason,experiment,generator,controlled_upper_bound,deployable_repair
pilot_lcb,0,0.9,1,0.07245689363723311,0.07245689363723311,0.07245689363723311,0.5966626337418953,-0.06428369903071103,0.2600114661464939,0.0,0.5242057401046623,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,collect_pilot_labels,pilot_labels_needed,controlled_pilot_repair,optimistic,False,True
pilot_lcb,0,0.9,2,0.5189027624825636,0.5189027624825636,0.600650022427241,0.966947115957737,0.3752496253680732,0.6576814747568624,0.0,0.4480443534751733,24,0,0,0.0,0.08174725994467735,0.08174725994467735,0.0,0.0,0.0,False,False,True,False,collect_pilot_labels,pilot_labels_needed,controlled_pilot_repair,optimistic,False,True
pilot_lcb,0,0.9,4,0.6143998975555102,0.8462342557807764,0.8896917787690958,1.104929896692435,0.5544620456215638,0.7865355702612623,0.0,0.49052999913692474,24,0,0,0.0,0.2752918812135856,0.0434575229883194,0.8421401939034925,0.8421401939034925,0.0,False,False,True,False,collect_pilot_labels,pilot_labels_needed,controlled_pilot_repair,optimistic,False,True
pilot_lcb,0,0.9,8,0.8430390581488609,0.9184144164125124,1.0326613659660022,1.223516325155894,0.6083231423132528,0.8390105757285399,0.2916666666666666,0.35675174246231717,24,0,0,0.0,0.1896223078171413,0.1142469495534898,0.3975025888638498,0.3975025888638498,0.0,False,False,True,False,collect_pilot_labels,pilot_labels_needed,controlled_pilot_repair,optimistic,False,True
pilot_lcb,0,0.9,16,0.9274451633294424,0.9689996242523193,1.0725381647547085,1.2778949737548828,0.6908813869963016,0.919003621123596,0.44515717641596503,0.3456202518815796,24,0,0,0.0,0.14509300142526615,0.1035385405023892,0.2863987960458633,0.2863987960458633,0.0,False,False,True,False,collect_pilot_labels,pilot_labels_needed,controlled_pilot_repair,optimistic,False,True
pilot_lcb,0,0.9,32,0.9141055395205816,0.9673555810004473,1.09419646859169,1.3292725384235382,0.757675114036521,0.9774633347457873,0.41778854604723586,0.37226078325572115,24,0,0,0.0,0.18009092907110846,0.1268408875912428,0.29568419550348385,0.29568419550348385,0.0016440432518720627,False,False,True,False,collect_pilot_labels,pilot_labels_needed,controlled_pilot_repair,optimistic,False,True
pilot_lcb,0,0.9,64,0.8461337437232336,0.9600893886138996,1.1161473914980888,1.388271376490593,0.7987585836945077,1.0133064239076894,0.31181381154963733,0.39464112002557766,24,0,0,0.0,0.27001364777485526,0.15605800288418925,0.42203661122227915,0.42203661122227915,0.00891023563841975,False,False,True,False,collect_pilot_labels,pilot_labels_needed,controlled_pilot_repair,optimistic,False,True
pilot_lcb,8,0.9,1,0.07245689363723311,0.07245689363723311,0.07245689363723311,0.5966626337418953,-2.4558564291619267,-0.9916244428219857,0.0,0.5242057401046623,24,6,2,1.3481262712321485,0.0,0.0,0.0,0.0,0.0,True,False,False,False,allow_high_n,utility_improves_with_confidence,controlled_pilot_repair,optimistic,False,True
pilot_lcb,8,0.9,2,0.5189027624825636,0.5520344491427144,0.600650022427241,0.966947115957737,-1.3786223472050196,0.0754278913586499,0.0,0.4480443534751733,24,6,2,1.3481262712321485,0.08174725994467735,0.04861557328452659,0.40529415521171847,0.40529415521171847,0.0,True,False,False,False,allow_high_n,utility_improves_with_confidence,controlled_pilot_repair,optimistic,False,True
pilot_lcb,8,0.9,4,0.6143998975555102,0.848142941792806,0.8896917787690958,1.104929896692435,-1.1117678670847242,0.3357829066374709,0.0,0.49052999913692474,24,6,2,1.3481262712321485,0.2752918812135856,0.04154883697628975,0.8490735113831634,0.8490735113831634,0.0,True,False,False,False,allow_high_n,utility_improves_with_confidence,controlled_pilot_repair,optimistic,False,True
