experiment,generator,scorer,N,selected_score_mean,selected_imagined_score_mean,selected_real_utility_mean,oracle_real_utility_mean,generated_future_diversity,upper_tail_rank_correlation,imagined_real_tail_gap,oracle_gap,exact_law_prediction_error,high_n_regret,selected_real_utility_ci95,selected_imagined_score_ci95,deployment_gate,denoising_steps
controlled,good,raw,1,-0.06177114366437308,-0.06177114366437308,-0.06392704055906506,-0.06392704055906506,0.0,0.0,0.0021558968946919768,0.0,0.5651222323875136,0.0,0.1259937545966052,0.13424063170000458,allow_high_n,8
controlled,good,raw,2,0.32712643909811356,0.32712643909811356,0.31727002110953134,0.3177374512888491,0.7558643308807707,0.0,0.009856417988582205,0.00046743017931779457,0.4163332670413816,0.0,0.11072699421362071,0.11549856286844676,allow_high_n,8
controlled,good,raw,4,0.6189369714120403,0.6189369714120403,0.6046189325861633,0.6123841307125986,0.6966251293818155,0.0,0.01431803882587701,0.007765198126435266,0.2387424696381668,0.0,0.10734928484571778,0.10592601613778056,allow_high_n,8
controlled,good,raw,8,0.8456470548990183,0.8456470548990183,0.8265674238791688,0.8385340380094324,0.7007057764877878,0.6458333333333333,0.01442700076343802,0.011966614130263536,0.13871978799843138,0.0,0.0557908241728761,0.051007994538110654,allow_high_n,8
controlled,good,raw,16,0.9549145333391303,0.9549145333391303,0.9209815458743833,0.9386817742100295,0.6813485537966093,0.68125,0.01677601831033826,0.017700228335646273,0.07994809651464864,0.0,0.0390170148210813,0.03773013438786343,allow_high_n,8
controlled,good,raw,32,1.0084179277376581,1.0084179277376581,0.9559661545984758,0.976575834734831,0.6878442759315172,0.7651289682539684,0.016689804280758832,0.020609680136355224,0.05120006344438147,0.0,0.03797505499551573,0.0334278190972205,allow_high_n,8
controlled,good,raw,64,1.0498001896000158,1.0498001896000158,0.9812658482939394,1.0098165415305025,0.6896759321913123,0.7721507352941176,0.014093262832072165,0.028550693236563007,0.02678671484397194,0.0,0.0231804196085104,0.024623152760382957,allow_high_n,8
controlled,optimistic,raw,1,0.5816771646980972,0.5816771646980972,-0.06392704055906506,-0.06392704055906506,0.0,0.0,0.6456042052571623,0.0,0.5651222323875136,0.0,0.1259937545966052,0.0806019814705659,collect_pilot_labels,8
controlled,optimistic,raw,2,0.8798875390396764,0.8798875390396764,0.2400469489706059,0.3177374512888491,0.8508732097378621,0.0,0.6398405900690705,0.07769050231824319,0.4439418222483747,0.0,0.1133013422333845,0.046876405814232046,collect_pilot_labels,8
controlled,optimistic,raw,4,1.0562941463043292,1.0562941463043292,0.4255178036401049,0.6123841307125986,0.7818049011441569,0.0,0.6307763426642243,0.18686632707249373,0.36627981740831833,0.0,0.10890474178703173,0.0016919580875352448,collect_pilot_labels,8
controlled,optimistic,raw,8,1.1780107958863177,1.1780107958863177,0.509736004867591,0.8385340380094324,0.7772214982658625,0.09374999999999999,0.6059920160720745,0.32879803314184153,0.2829997466426198,0.0018755833928783827,0.12626354758178832,0.014235328361457439,collect_pilot_labels,8
controlled,optimistic,raw,16,1.271658437947432,1.271658437947432,0.6173448241315782,0.9386817742100295,0.756830017020305,0.19674519316026973,0.5875620727601927,0.32133695007845137,0.22760210813740236,0.0006313665459553308,0.10149436287118276,0.02519509186767175,collect_pilot_labels,8
controlled,optimistic,raw,32,1.3278541465600333,1.3278541465600333,0.6114832387926679,0.976575834734831,0.7497533241286872,0.2687785848849781,0.6205620590529483,0.36509259594216315,0.18982081708077947,0.04188132130851349,0.10715526171415318,0.009821655506467603,collect_pilot_labels,8
controlled,optimistic,raw,64,1.3752812370657919,1.3752812370657919,0.5329077703257401,1.0098165415305025,0.75210506071647,0.30444953393547314,0.6405126679383102,0.47690877120476216,0.091537680958868,0.1325801329997679,0.21046801671549292,0.015508210618599272,collect_pilot_labels,8
controlled,mode_collapsed,raw,1,0.6332552315689098,0.6332552315689098,-0.06392704055906506,-0.06392704055906506,0.0,0.0,0.697182272127975,0.0,0.5651222323875136,0.0,0.1259937545966052,0.08066305916193833,collect_pilot_labels,8
controlled,mode_collapsed,raw,2,1.0405589734436944,1.0405589734436944,0.24215955023343366,0.3177374512888491,0.9923222953298438,0.0,0.7983994232102608,0.07557790105541547,0.4448525732917174,0.0,0.11488022000741213,0.06745746393583237,collect_pilot_labels,8
controlled,mode_collapsed,raw,4,1.2537005140135686,1.2537005140135686,0.43374298493533087,0.6123841307125986,0.9175531034357846,0.0,0.8199575290782377,0.1786411457772677,0.35883475597856324,0.0,0.10901816792915608,0.02251422297126877,collect_pilot_labels,8
controlled,mode_collapsed,raw,8,1.383314011618495,1.383314011618495,0.5531377866864204,0.8385340380094324,0.9107288440689446,0.26041666666666663,0.82302805170184,0.285396251323012,0.29130535867650476,0.0,0.13100526623498185,0.013595966387240529,collect_pilot_labels,8
controlled,mode_collapsed,raw,16,1.4741854791839917,1.4741854791839917,0.6348271945801874,0.9386817742100295,0.887707846487562,0.33564205230578936,0.7968078403597852,0.30385457962984214,0.23026000284384135,0.01137895757953325,0.10318815606388498,0.016347663787728756,collect_pilot_labels,8
controlled,mode_collapsed,raw,32,1.520672949651877,1.520672949651877,0.6629083019991716,0.976575834734831,0.8827012958625952,0.3275454281480081,0.8221151961527843,0.3136675327356594,0.18197200314761955,0.03623346332460642,0.08977270619962034,0.022608146013474665,collect_pilot_labels,8
controlled,mode_collapsed,raw,64,1.5608768028517563,1.5608768028517563,0.563865562280019,1.0098165415305025,0.8856301025797922,0.3601384263782206,0.8407781332498417,0.4459509792504833,0.08992286678788271,0.13801266284038627,0.17455440359886437,0.02506691510552444,collect_pilot_labels,8
